,Binary Completion,passResult,down,yardsToGo,yardlineNumber,quarter,gameClock,num RB,num TE,num WR,num DL,num LB,num DB,defendersInBox,2-Man,Bracket,Cover-0,Cover-1,Cover-2,Cover-3,Cover-6,Goal Line,Prevent,Quarters,Red Zone,possessionTeam,homeTeamAbbr,visitorTeamAbbr,preSnapVisitorScore,preSnapHomeScore,off_score,def_score,score_diff,gameClock_seconds,secondsLeftInHalf
2041,1,C,2,10,12,2,00:36,1,1,3,3,3,5,6.0,0,0,0,0,0,0,0,0,0,0,1,HOU,HOU,CAR,7,0,0,0,0,36,36
2042,1,C,1,1,1,2,00:29,1,1,3,3,3,5,7.0,0,0,0,0,0,0,0,0,0,0,1,HOU,HOU,CAR,7,0,0,0,0,29,29
2043,1,C,1,10,25,2,00:25,1,1,3,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,CAR,HOU,CAR,7,6,7,6,1,25,25
2045,0,I,1,10,17,3,14:55,1,2,2,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,HOU,HOU,CAR,7,6,6,6,0,895,1795
2046,1,C,2,10,17,3,14:51,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,HOU,HOU,CAR,7,6,6,6,0,891,1791
2047,1,C,2,7,30,3,13:39,1,2,2,3,3,5,8.0,0,0,0,0,0,1,0,0,0,0,0,HOU,HOU,CAR,7,6,6,6,0,819,1719
2048,1,C,3,2,35,3,13:00,1,1,3,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,HOU,HOU,CAR,7,6,6,6,0,780,1680
2049,0,I,1,10,40,3,12:22,1,1,3,4,2,5,6.0,0,0,0,1,0,0,0,0,0,0,0,HOU,HOU,CAR,7,6,6,6,0,742,1642
2050,0,I,2,4,39,3,10:57,1,2,2,3,3,5,7.0,0,0,0,0,0,1,0,0,0,0,0,HOU,HOU,CAR,7,6,6,6,0,657,1557
2051,0,I,3,4,39,3,10:51,1,1,3,3,3,5,7.0,0,0,0,1,0,0,0,0,0,0,0,HOU,HOU,CAR,7,6,6,6,0,651,1551
2052,1,C,2,9,10,3,09:57,1,1,3,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,CAR,HOU,CAR,7,6,7,6,1,597,1497
2053,1,C,2,10,39,3,08:05,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,CAR,HOU,CAR,7,6,7,6,1,485,1385
2054,1,C,1,10,32,3,07:09,1,2,2,4,3,4,8.0,0,0,0,1,0,0,0,0,0,0,0,CAR,HOU,CAR,7,6,7,6,1,429,1329
2056,1,C,2,18,33,3,02:55,1,1,3,4,2,5,5.0,0,0,0,0,0,0,1,0,0,0,0,CAR,HOU,CAR,14,6,14,6,8,175,1075
2057,1,C,3,8,43,3,02:05,1,1,3,4,2,5,6.0,0,0,0,1,0,0,0,0,0,0,0,CAR,HOU,CAR,14,6,14,6,8,125,1025
2058,1,C,2,11,42,4,15:00,1,2,2,4,3,4,6.0,0,0,0,0,1,0,0,0,0,0,0,CAR,HOU,CAR,14,6,14,6,8,900,900
2059,0,I,2,6,8,4,13:29,1,1,3,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,CAR,HOU,CAR,14,6,14,6,8,809,809
2060,1,C,3,6,8,4,13:25,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,0,1,CAR,HOU,CAR,14,6,14,6,8,805,805
2061,1,C,1,10,25,4,12:44,1,2,2,3,3,5,8.0,0,0,0,0,0,1,0,0,0,0,0,HOU,HOU,CAR,17,6,6,6,0,764,764
2062,1,C,1,10,38,4,12:07,1,2,2,3,3,5,6.0,0,0,0,0,0,0,0,0,0,1,0,HOU,HOU,CAR,17,6,6,6,0,727,727
2063,0,I,1,10,47,4,11:29,1,2,2,3,3,5,6.0,0,0,0,0,0,0,0,0,0,1,0,HOU,HOU,CAR,17,6,6,6,0,689,689
2064,1,C,2,10,47,4,11:23,1,1,3,3,3,5,6.0,0,0,0,0,1,0,0,0,0,0,0,HOU,HOU,CAR,17,6,6,6,0,683,683
2065,0,I,1,10,36,4,10:48,1,1,3,3,3,5,5.0,0,0,0,0,1,0,0,0,0,0,0,HOU,HOU,CAR,17,6,6,6,0,648,648
2066,1,C,2,10,36,4,10:44,1,1,3,3,3,5,6.0,0,0,0,0,0,0,0,0,0,1,0,HOU,HOU,CAR,17,6,6,6,0,644,644
2068,1,C,2,6,29,4,08:26,1,1,3,4,2,5,6.0,0,0,0,1,0,0,0,0,0,0,0,CAR,HOU,CAR,17,9,17,9,8,506,506
2069,0,I,2,10,49,4,06:19,1,3,1,4,3,4,7.0,0,0,0,0,1,0,0,0,0,0,0,CAR,HOU,CAR,17,9,17,9,8,379,379
2070,1,C,3,10,49,4,06:12,1,1,3,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,CAR,HOU,CAR,17,9,17,9,8,372,372
2071,1,C,1,10,40,4,05:24,1,2,2,4,3,4,8.0,0,0,0,1,0,0,0,0,0,0,0,CAR,HOU,CAR,17,9,17,9,8,324,324
2072,0,I,1,1,1,4,04:24,1,1,3,4,2,5,6.0,0,0,1,0,0,0,0,0,0,0,0,CAR,HOU,CAR,17,9,17,9,8,264,264
2073,1,C,1,10,39,4,04:01,1,1,3,3,3,5,6.0,1,0,0,0,0,0,0,0,0,0,0,HOU,HOU,CAR,24,9,9,9,0,241,241
2074,0,I,1,10,49,4,03:56,1,1,3,3,3,5,7.0,0,0,0,1,0,0,0,0,0,0,0,HOU,HOU,CAR,24,9,9,9,0,236,236
2075,1,C,3,16,45,4,03:16,1,1,3,3,3,5,6.0,1,0,0,0,0,0,0,0,0,0,0,HOU,HOU,CAR,24,9,9,9,0,196,196
2076,1,C,4,11,50,4,02:38,1,1,3,3,3,5,6.0,0,0,0,1,0,0,0,0,0,0,0,HOU,HOU,CAR,24,9,9,9,0,158,158
2077,0,I,2,10,25,1,14:20,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,BUF,BUF,WAS,0,0,0,0,0,860,1760
2078,1,C,3,15,20,1,14:17,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,BUF,BUF,WAS,0,0,0,0,0,857,1757
2080,1,C,2,6,47,1,12:46,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,BUF,BUF,WAS,0,0,0,0,0,766,1666
2081,1,C,1,10,42,1,12:06,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,BUF,BUF,WAS,0,0,0,0,0,726,1626
2082,1,C,1,10,29,1,11:27,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,BUF,BUF,WAS,0,0,0,0,0,687,1587
2083,1,C,2,9,28,1,11:01,1,1,3,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,BUF,BUF,WAS,0,0,0,0,0,661,1561
2084,1,C,2,2,29,1,10:13,1,2,2,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,WAS,BUF,WAS,0,7,0,7,-7,613,1513
2085,1,C,1,10,24,1,08:14,1,2,2,4,3,4,7.0,0,0,0,0,0,1,0,0,0,0,0,BUF,BUF,WAS,0,7,7,7,0,494,1394
2086,0,I,1,10,41,1,06:10,2,1,2,4,3,4,6.0,0,0,0,0,0,0,0,0,0,1,0,BUF,BUF,WAS,0,7,7,7,0,370,1270
2087,1,C,3,3,48,1,05:27,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,BUF,BUF,WAS,0,7,7,7,0,327,1227
2088,0,I,1,10,43,1,04:47,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,BUF,BUF,WAS,0,7,7,7,0,287,1187
2089,1,C,2,10,43,1,04:41,1,0,4,4,1,6,6.0,0,0,0,0,1,0,0,0,0,0,0,BUF,BUF,WAS,0,7,7,7,0,281,1181
2090,0,I,1,10,35,1,03:09,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,WAS,BUF,WAS,0,7,0,7,-7,189,1089
2091,1,C,3,8,37,1,02:24,1,1,3,4,2,5,5.0,0,0,0,1,0,0,0,0,0,0,0,WAS,BUF,WAS,0,7,0,7,-7,144,1044
2092,1,C,1,10,42,1,00:53,1,1,3,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,BUF,BUF,WAS,0,7,7,7,0,53,953
2093,1,C,1,10,13,2,14:18,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,BUF,BUF,WAS,0,7,7,7,0,858,858
2094,1,C,3,4,7,2,13:06,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,0,1,BUF,BUF,WAS,0,7,7,7,0,786,786
2095,1,C,1,10,25,2,12:59,1,2,2,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,WAS,BUF,WAS,0,14,0,14,-14,779,779
2096,0,IN,2,6,39,2,11:48,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,WAS,BUF,WAS,0,14,0,14,-14,708,708
2097,0,I,2,7,14,2,10:55,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,BUF,BUF,WAS,0,14,14,14,0,655,655
2098,1,C,3,7,14,2,10:48,1,1,3,4,2,5,5.0,0,0,0,1,0,0,0,0,0,0,0,BUF,BUF,WAS,0,14,14,14,0,648,648
2099,1,C,3,4,18,2,08:29,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,WAS,BUF,WAS,7,21,7,21,-14,509,509
2100,0,I,1,4,4,2,07:54,2,1,2,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,WAS,BUF,WAS,7,21,7,21,-14,474,474
2102,1,C,1,10,25,2,07:39,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,BUF,BUF,WAS,14,21,21,21,0,459,459
2103,1,C,2,6,47,2,06:18,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,BUF,BUF,WAS,14,21,21,21,0,378,378
2104,0,I,3,4,49,2,05:41,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,BUF,BUF,WAS,14,21,21,21,0,341,341
2106,1,C,3,10,14,2,04:19,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,WAS,BUF,WAS,14,21,14,21,-7,259,259
2107,1,C,1,10,42,2,03:29,1,1,3,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,BUF,BUF,WAS,14,21,21,21,0,209,209
2108,0,I,3,3,3,2,01:48,1,0,4,4,1,6,5.0,0,0,0,1,0,0,0,0,0,0,0,BUF,BUF,WAS,14,21,21,21,0,108,108
2109,1,C,1,10,41,2,01:04,1,1,3,4,2,5,5.0,0,0,0,1,0,0,0,0,0,0,0,WAS,BUF,WAS,14,24,14,24,-10,64,64
2110,0,I,2,6,45,2,00:44,1,1,3,4,2,5,5.0,0,0,0,0,0,1,0,0,0,0,0,WAS,BUF,WAS,14,24,14,24,-10,44,44
2111,0,I,3,6,45,2,00:39,1,1,3,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,WAS,BUF,WAS,14,24,14,24,-10,39,39
2112,1,C,1,10,20,2,00:26,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,BUF,BUF,WAS,14,24,24,24,0,26,26
2113,1,C,1,10,33,2,00:20,1,1,3,4,2,5,5.0,0,0,0,0,0,0,0,0,0,1,0,BUF,BUF,WAS,14,24,24,24,0,20,20
2114,1,C,1,10,45,2,00:11,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,BUF,BUF,WAS,14,24,24,24,0,11,11
2115,1,C,1,10,34,2,00:06,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,BUF,BUF,WAS,14,24,24,24,0,6,6
2116,1,C,1,10,40,3,15:00,1,2,2,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,WAS,BUF,WAS,14,27,14,27,-13,900,1800
2117,0,I,3,10,45,3,13:12,1,1,3,4,2,5,5.0,0,0,0,0,0,0,1,0,0,0,0,WAS,BUF,WAS,14,27,14,27,-13,792,1692
2118,1,C,2,10,7,3,12:30,1,1,3,5,1,5,6.0,0,0,0,1,0,0,0,0,0,0,0,BUF,BUF,WAS,14,27,27,27,0,750,1650
2119,1,C,1,10,18,3,12:02,1,1,3,5,1,5,6.0,0,0,0,0,0,1,0,0,0,0,0,BUF,BUF,WAS,14,27,27,27,0,722,1622
2120,1,C,1,10,30,3,10:59,1,1,3,5,1,5,6.0,0,0,0,0,0,0,0,0,0,1,0,BUF,BUF,WAS,14,27,27,27,0,659,1559
2121,0,I,2,3,39,3,08:18,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,BUF,BUF,WAS,14,27,27,27,0,498,1398
2122,1,C,3,3,39,3,08:13,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,BUF,BUF,WAS,14,27,27,27,0,493,1393
2123,1,C,1,10,29,3,07:41,1,1,3,4,2,5,7.0,0,0,0,0,1,0,0,0,0,0,0,BUF,BUF,WAS,14,27,27,27,0,461,1361
2124,1,C,2,5,5,3,04:47,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,0,1,BUF,BUF,WAS,14,27,27,27,0,287,1187
2125,0,I,0,0,2,3,04:43,1,1,3,4,2,5,7.0,0,0,0,0,0,0,0,0,0,0,1,BUF,BUF,WAS,14,33,33,33,0,283,1183
2126,0,IN,3,12,9,3,03:14,1,1,3,4,2,5,5.0,0,0,0,0,0,0,1,0,0,0,0,WAS,BUF,WAS,14,33,14,33,-19,194,1094
2127,0,I,3,4,11,3,02:19,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,0,1,BUF,BUF,WAS,14,33,33,33,0,139,1039
2129,0,I,3,7,28,3,01:05,1,1,3,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,WAS,BUF,WAS,14,36,14,36,-22,65,965
2130,0,I,1,10,29,3,00:48,1,1,3,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,BUF,BUF,WAS,14,36,36,36,0,48,948
2131,0,I,3,1,38,4,15:00,1,1,3,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,BUF,BUF,WAS,14,36,36,36,0,900,900
2132,0,I,2,9,3,4,13:57,1,1,3,4,2,5,5.0,0,0,0,0,0,0,0,0,0,1,0,WAS,BUF,WAS,14,36,14,36,-22,837,837
2133,1,C,3,9,3,4,13:52,1,1,3,4,2,5,5.0,0,0,0,0,0,1,0,0,0,0,0,WAS,BUF,WAS,14,36,14,36,-22,832,832
2135,1,C,2,3,21,4,12:40,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,WAS,BUF,WAS,14,36,14,36,-22,760,760
2137,1,C,1,10,22,4,11:37,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,BUF,BUF,WAS,14,36,36,36,0,697,697
2139,1,C,2,13,35,4,08:33,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,WAS,BUF,WAS,14,43,14,43,-29,513,513
2140,1,C,1,10,44,4,07:23,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,WAS,BUF,WAS,14,43,14,43,-29,443,443
2141,0,I,1,7,7,4,07:01,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,0,1,WAS,BUF,WAS,14,43,14,43,-29,421,421
2143,1,C,4,2,2,4,05:27,1,1,3,4,2,5,6.0,0,0,1,0,0,0,0,0,0,0,0,WAS,BUF,WAS,14,43,14,43,-29,327,327
2144,1,C,2,11,39,4,03:14,1,1,3,4,3,4,7.0,0,0,0,0,0,1,0,0,0,0,0,BUF,BUF,WAS,21,43,43,43,0,194,194
2146,0,I,1,10,25,1,15:00,1,3,1,3,4,4,7.0,0,0,0,0,0,1,0,0,0,0,0,CLE,CLE,CHI,0,0,0,0,0,900,1800
2147,0,I,2,10,25,1,14:53,1,3,1,3,4,4,5.0,0,0,0,0,0,0,0,0,0,1,0,CLE,CLE,CHI,0,0,0,0,0,893,1793
2148,1,C,3,10,25,1,14:51,1,1,3,2,3,6,5.0,0,0,0,1,0,0,0,0,0,0,0,CLE,CLE,CHI,0,0,0,0,0,891,1791
2149,0,I,2,8,40,1,13:27,1,3,1,3,4,4,6.0,0,0,0,0,1,0,0,0,0,0,0,CLE,CLE,CHI,0,0,0,0,0,807,1707
2150,0,I,3,5,38,1,11:36,1,1,3,2,3,6,6.0,0,0,0,1,0,0,0,0,0,0,0,CLE,CLE,CHI,0,0,0,0,0,696,1596
2153,1,C,1,10,42,1,07:54,2,1,2,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,CLE,CLE,CHI,3,0,0,0,0,474,1374
2154,1,C,1,15,50,1,07:02,1,1,3,2,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,CLE,CLE,CHI,3,0,0,0,0,422,1322
2155,1,C,2,8,27,1,05:47,1,2,2,2,4,5,6.0,0,0,0,0,0,0,0,0,0,1,0,CLE,CLE,CHI,3,0,0,0,0,347,1247
2156,1,C,3,1,20,1,05:05,1,2,2,2,4,5,6.0,0,0,0,0,0,0,1,0,0,0,0,CLE,CLE,CHI,3,0,0,0,0,305,1205
2159,1,C,3,22,19,1,02:54,1,1,3,4,1,6,4.0,0,0,0,0,0,1,0,0,0,0,0,CHI,CLE,CHI,3,0,3,0,3,174,1074
2160,1,C,1,10,23,1,02:03,1,2,2,3,4,4,7.0,0,0,0,0,0,1,0,0,0,0,0,CLE,CLE,CHI,3,0,0,0,0,123,1023
2162,0,I,3,15,39,2,12:42,1,1,3,1,4,6,5.0,0,0,0,1,0,0,0,0,0,0,0,CLE,CLE,CHI,3,0,0,0,0,762,762
2165,0,I,2,7,26,2,09:35,1,3,1,3,4,4,8.0,0,0,0,0,0,1,0,0,0,0,0,CLE,CLE,CHI,3,3,3,3,0,575,575
2166,1,C,3,7,26,2,09:31,1,1,3,2,3,6,6.0,0,0,0,0,0,0,1,0,0,0,0,CLE,CLE,CHI,3,3,3,3,0,571,571
2167,1,C,1,10,43,2,08:51,1,1,3,2,4,5,7.0,0,0,0,0,0,1,0,0,0,0,0,CLE,CLE,CHI,3,3,3,3,0,531,531
2168,0,I,2,11,38,2,06:41,1,1,3,2,4,5,6.0,0,0,0,0,0,0,1,0,0,0,0,CLE,CLE,CHI,3,3,3,3,0,401,401
2170,1,C,1,10,34,2,04:16,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,CHI,CLE,CHI,3,3,3,3,0,256,256
2172,1,C,3,5,16,2,02:00,1,1,3,3,3,5,5.0,0,0,0,1,0,0,0,0,0,0,0,CLE,CLE,CHI,3,3,3,3,0,120,120
2173,1,C,1,10,45,2,01:28,1,1,3,2,4,5,6.0,0,0,0,0,0,0,1,0,0,0,0,CLE,CLE,CHI,3,3,3,3,0,88,88
2174,1,C,1,10,38,2,01:02,1,1,3,2,3,6,5.0,0,0,0,0,0,0,1,0,0,0,0,CLE,CLE,CHI,3,3,3,3,0,62,62
2175,1,C,2,4,32,2,00:55,1,1,3,2,3,6,5.0,0,0,0,0,0,0,1,0,0,0,0,CLE,CLE,CHI,3,3,3,3,0,55,55
2176,0,I,1,10,28,2,00:48,1,1,3,2,3,6,6.0,0,0,0,0,0,1,0,0,0,0,0,CLE,CLE,CHI,3,3,3,3,0,48,48
2177,1,C,2,10,13,2,00:23,1,1,3,2,3,6,6.0,0,0,0,0,0,0,1,0,0,0,0,CLE,CLE,CHI,3,3,3,3,0,23,23
2178,0,I,1,10,25,3,15:00,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,CHI,CLE,CHI,3,10,3,10,-7,900,1800
2179,0,I,2,10,25,3,14:56,1,1,3,4,2,5,5.0,0,0,0,0,0,1,0,0,0,0,0,CHI,CLE,CHI,3,10,3,10,-7,896,1796
2182,1,C,3,7,41,3,12:29,1,1,3,2,4,5,6.0,0,0,0,1,0,0,0,0,0,0,0,CLE,CLE,CHI,3,10,10,10,0,749,1649
2185,0,I,2,8,25,3,08:51,1,3,1,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,CHI,CLE,CHI,3,13,3,13,-10,531,1431
2188,0,I,1,10,31,3,05:45,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,CHI,CLE,CHI,3,13,3,13,-10,345,1245
2189,1,C,3,10,31,3,05:36,1,1,3,4,1,6,7.0,0,0,0,0,0,1,0,0,0,0,0,CHI,CLE,CHI,3,13,3,13,-10,336,1236
2190,0,I,1,10,49,3,05:11,1,1,3,4,2,5,5.0,0,0,0,0,0,0,0,0,0,1,0,CHI,CLE,CHI,3,13,3,13,-10,311,1211
2192,1,C,3,13,15,3,02:32,1,2,2,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,CHI,CLE,CHI,3,13,3,13,-10,152,1052
2193,1,C,1,10,25,3,01:43,2,1,2,3,4,4,7.0,0,0,0,0,0,1,0,0,0,0,0,CLE,CLE,CHI,6,13,13,13,0,103,1003
2194,0,I,1,10,41,3,00:58,1,2,2,3,4,4,7.0,0,0,0,0,1,0,0,0,0,0,0,CLE,CLE,CHI,6,13,13,13,0,58,958
2195,0,I,2,3,29,4,15:00,2,1,2,2,4,5,6.0,0,0,0,0,0,0,1,0,0,0,0,CLE,CLE,CHI,6,13,13,13,0,900,900
2196,0,I,1,10,28,4,14:39,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,CHI,CLE,CHI,6,20,6,20,-14,879,879
2197,0,I,1,10,33,4,14:30,1,1,3,4,2,5,4.0,0,0,0,0,0,0,0,0,0,1,0,CHI,CLE,CHI,6,20,6,20,-14,870,870
2198,0,I,3,6,37,4,13:55,1,1,3,4,1,6,5.0,0,0,0,1,0,0,0,0,0,0,0,CHI,CLE,CHI,6,20,6,20,-14,835,835
2199,0,I,3,2,34,4,10:50,1,3,1,4,3,4,7.0,0,0,0,0,0,1,0,0,0,0,0,CLE,CLE,CHI,6,20,20,20,0,650,650
2200,0,I,2,9,26,4,10:11,1,1,3,4,2,5,5.0,0,0,0,0,0,0,0,0,0,1,0,CHI,CLE,CHI,6,23,6,23,-17,611,611
2202,0,I,1,10,35,4,03:17,1,1,3,4,2,5,5.0,0,0,0,0,0,1,0,0,0,0,0,CHI,CLE,CHI,6,26,6,26,-20,197,197
2203,0,I,3,10,35,4,03:08,1,1,3,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,CHI,CLE,CHI,6,26,6,26,-20,188,188
2205,0,I,1,10,47,1,13:57,2,1,2,3,4,4,7.0,0,0,0,0,1,0,0,0,0,0,0,DET,DET,BAL,0,0,0,0,0,837,1737
2206,0,I,3,9,48,1,13:10,1,2,2,1,4,6,6.0,0,0,0,1,0,0,0,0,0,0,0,DET,DET,BAL,0,0,0,0,0,790,1690
2207,1,C,1,10,4,1,12:57,2,1,2,3,4,4,6.0,0,0,0,0,0,1,0,0,0,0,0,BAL,DET,BAL,0,0,0,0,0,777,1677
2209,1,C,1,10,35,1,09:15,2,2,1,3,4,4,6.0,0,0,0,0,0,1,0,0,0,0,0,BAL,DET,BAL,0,0,0,0,0,555,1455
2210,1,C,2,8,45,1,04:34,2,2,1,3,4,4,8.0,0,0,0,0,0,1,0,0,0,0,0,DET,DET,BAL,0,0,0,0,0,274,1174
2211,1,C,3,5,42,1,03:56,1,1,3,1,4,6,5.0,0,0,0,1,0,0,0,0,0,0,0,DET,DET,BAL,0,0,0,0,0,236,1136
2212,0,I,1,10,10,1,02:28,2,2,1,3,4,4,6.0,0,0,0,0,0,0,1,0,0,0,0,BAL,DET,BAL,0,0,0,0,0,148,1048
2214,1,C,2,15,36,1,00:34,1,1,3,2,4,5,5.0,0,0,0,0,0,1,0,0,0,0,0,BAL,DET,BAL,0,0,0,0,0,34,934
2216,0,I,1,10,46,2,12:26,2,2,1,3,4,4,8.0,0,0,0,0,0,1,0,0,0,0,0,BAL,DET,BAL,0,0,0,0,0,746,746
2217,1,C,2,10,46,2,12:18,2,1,2,2,5,4,7.0,0,0,0,0,0,0,0,0,0,1,0,BAL,DET,BAL,0,0,0,0,0,738,738
2218,0,I,2,10,25,2,11:02,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,1,0,BAL,DET,BAL,0,0,0,0,0,662,662
2220,1,C,1,10,25,2,10:05,1,1,3,2,4,5,6.0,0,0,0,1,0,0,0,0,0,0,0,DET,DET,BAL,3,0,0,0,0,605,605
2221,0,I,1,10,49,2,08:48,2,1,2,3,4,4,8.0,0,0,0,0,0,1,0,0,0,0,0,DET,DET,BAL,3,0,0,0,0,528,528
2223,1,C,2,9,48,2,05:04,2,1,2,3,4,4,7.0,0,0,0,0,0,0,0,0,0,1,0,BAL,DET,BAL,3,0,3,0,3,304,304
2225,0,I,2,18,19,2,03:31,1,1,3,2,4,5,5.0,0,0,0,0,0,0,0,0,0,1,0,BAL,DET,BAL,3,0,3,0,3,211,211
2226,1,C,3,18,19,2,03:21,1,1,3,1,4,6,4.0,0,0,0,0,0,0,0,0,0,1,0,BAL,DET,BAL,3,0,3,0,3,201,201
2227,1,C,1,10,25,2,03:15,2,1,2,2,4,5,6.0,0,0,0,0,0,0,1,0,0,0,0,DET,DET,BAL,10,0,0,0,0,195,195
2228,1,C,3,2,33,2,02:03,1,2,2,1,4,6,5.0,0,0,0,1,0,0,0,0,0,0,0,DET,DET,BAL,10,0,0,0,0,123,123
2229,0,I,1,10,24,2,01:50,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,BAL,DET,BAL,10,0,10,0,10,110,110
2230,1,C,2,10,24,2,01:44,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,1,0,BAL,DET,BAL,10,0,10,0,10,104,104
2231,0,I,1,10,47,2,01:35,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,BAL,DET,BAL,10,0,10,0,10,95,95
2232,1,C,2,10,47,2,01:29,1,1,3,2,4,5,5.0,0,0,0,0,0,0,1,0,0,0,0,BAL,DET,BAL,10,0,10,0,10,89,89
2233,1,C,2,10,9,2,00:25,1,1,3,1,4,6,6.0,0,0,0,0,0,0,1,0,0,0,0,DET,DET,BAL,10,0,0,0,0,25,25
2234,1,C,1,10,24,2,00:19,1,1,3,1,4,6,5.0,0,0,0,0,0,1,0,0,0,0,0,DET,DET,BAL,10,0,0,0,0,19,19
2235,0,I,1,10,34,2,00:11,1,1,3,1,4,6,7.0,0,0,0,0,0,0,1,0,0,0,0,DET,DET,BAL,10,0,0,0,0,11,11
2236,1,C,1,10,25,3,15:00,2,0,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,BAL,DET,BAL,10,0,10,0,10,900,1800
2237,1,C,2,8,27,3,13:55,1,1,3,2,4,5,7.0,0,0,0,0,0,1,0,0,0,0,0,BAL,DET,BAL,10,0,10,0,10,835,1735
2238,0,I,1,10,32,3,13:14,2,2,1,3,4,4,7.0,0,0,0,0,0,1,0,0,0,0,0,BAL,DET,BAL,10,0,10,0,10,794,1694
2239,0,I,3,10,32,3,12:27,1,1,3,1,4,6,6.0,0,0,0,0,0,0,0,0,0,1,0,BAL,DET,BAL,10,0,10,0,10,747,1647
2240,1,C,1,10,25,3,12:16,0,1,4,2,4,5,6.0,0,0,0,1,0,0,0,0,0,0,0,DET,DET,BAL,13,0,0,0,0,736,1636
2241,1,C,2,5,30,3,11:35,0,1,4,2,4,5,7.0,0,0,1,0,0,0,0,0,0,0,0,DET,DET,BAL,13,0,0,0,0,695,1595
